City_ID,City,Lat,Lng,Current Description,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Rain inches (last 3 hrs),Snow inches (last 3 hrs)
500,Oxbow,49.23,-102.17,clear sky,41.0,61,7,11.01,CA,2020-05-09 22:27:10,0,0
501,Semnan,35.57,53.4,overcast clouds,71.47,24,100,1.72,IR,2020-05-09 22:27:11,0,0
502,Aklavik,68.22,-135.01,few clouds,42.8,56,20,14.99,CA,2020-05-09 22:27:11,0,0
503,Minot,48.23,-101.3,broken clouds,42.8,56,75,14.99,US,2020-05-09 22:27:11,0,0
504,Sao Felix Do Xingu,-6.64,-51.99,broken clouds,75.47,90,55,2.42,BR,2020-05-09 22:27:11,0,0
505,Kampong Chhnang,12.17,104.55,overcast clouds,81.81,78,100,7.38,KH,2020-05-09 22:27:11,0,0
506,Luanda,-8.84,13.23,broken clouds,80.6,88,75,8.05,AO,2020-05-09 22:22:23,0,0
507,Mareeba,-17.0,145.43,scattered clouds,73.4,73,38,8.05,AU,2020-05-09 22:27:12,0,0
508,Bend,44.06,-121.32,clear sky,80.6,19,1,10.29,US,2020-05-09 22:25:02,0,0
509,Mayo,38.89,-76.51,broken clouds,50.0,39,75,11.41,US,2020-05-09 22:27:12,0,0
510,Chippewa Falls,44.94,-91.39,few clouds,54.0,32,20,12.75,US,2020-05-09 22:27:12,0,0
511,Boulder City,35.98,-114.83,clear sky,99.0,8,1,11.41,US,2020-05-09 22:27:12,0,0
512,Aripuana,-9.17,-60.63,overcast clouds,79.0,78,92,1.05,BR,2020-05-09 22:27:12,0,0
513,Marabba,12.35,32.18,overcast clouds,87.24,14,100,3.0,SD,2020-05-09 22:27:12,0,0
514,Baruun-Urt,46.68,113.28,overcast clouds,39.7,68,100,20.92,MN,2020-05-09 22:27:12,0,0
515,Acajutla,13.59,-89.83,overcast clouds,88.29,60,100,7.14,SV,2020-05-09 22:27:13,0,0
516,Stornoway,58.21,-6.39,light intensity shower rain,42.8,81,40,23.04,GB,2020-05-09 22:27:13,0,0
517,Tamworth,52.63,-1.7,overcast clouds,62.6,72,100,6.93,GB,2020-05-09 22:23:53,0,0
518,Dicabisagan,17.08,122.42,broken clouds,80.02,81,62,1.83,PH,2020-05-09 22:27:13,0,0
519,Nisia Floresta,-6.09,-35.21,scattered clouds,78.8,78,40,4.7,BR,2020-05-09 22:27:13,0,0
520,Quatre Cocos,-20.21,57.76,scattered clouds,75.2,78,40,9.17,MU,2020-05-09 22:24:34,0,0
521,Durango,24.83,-104.83,few clouds,78.78,19,14,5.93,MX,2020-05-09 22:22:42,0,0
522,Najran,17.49,44.13,clear sky,77.0,44,0,1.72,SA,2020-05-09 22:24:29,0,0
523,Bathsheba,13.22,-59.52,scattered clouds,80.6,69,40,19.46,BB,2020-05-09 22:25:24,0,0
524,Edd,13.93,41.69,scattered clouds,92.19,45,31,15.17,ER,2020-05-09 22:27:14,0,0
525,Mananjary,-21.22,48.33,moderate rain,70.2,89,55,5.57,MG,2020-05-09 22:27:14,0,0
526,Calella,41.62,2.67,broken clouds,64.99,79,71,5.55,ES,2020-05-09 22:27:14,0,0
527,Pishin,30.58,67.0,clear sky,68.36,22,5,2.48,PK,2020-05-09 22:27:14,0,0
528,Noumea,-22.28,166.46,overcast clouds,73.99,82,90,2.24,NC,2020-05-09 22:27:14,0,0
529,Ambilobe,-13.2,49.05,scattered clouds,72.18,85,40,4.05,MG,2020-05-09 22:27:14,0,0
530,Honiara,-9.43,159.95,few clouds,86.0,79,20,5.82,SB,2020-05-09 22:22:53,0,0
531,Kyshtovka,56.55,76.63,clear sky,58.98,47,0,1.3,RU,2020-05-09 22:27:15,0,0
532,Moshenskoye,58.51,34.59,scattered clouds,43.97,79,44,7.54,RU,2020-05-09 22:27:15,0,0
533,Port Keats,-14.25,129.55,scattered clouds,73.69,59,36,6.55,AU,2020-05-09 22:27:15,0,0
534,Olafsvik,64.89,-23.71,clear sky,37.94,68,1,2.51,IS,2020-05-09 22:24:33,0,0
535,Katangli,51.71,143.23,clear sky,39.27,76,0,6.58,RU,2020-05-09 22:25:38,0,0
536,Egvekinot,66.32,-179.17,overcast clouds,31.75,99,100,14.74,RU,2020-05-09 22:27:15,0,0
537,Lethem,3.38,-59.8,broken clouds,84.72,60,60,7.7,GY,2020-05-09 22:27:16,0,0
538,Rudbar,30.15,62.6,clear sky,84.43,14,9,8.75,AF,2020-05-09 22:27:16,0,0
539,Harrisburg,40.27,-76.88,broken clouds,44.01,41,75,26.4,US,2020-05-09 22:22:51,0,0
540,Vankleek Hill,45.52,-74.65,overcast clouds,39.99,47,90,13.87,CA,2020-05-09 22:27:16,0,0
